sample,Control_115,Control_130,Control_132,Control_133,Control_136,Control_53,Control_61,Control_62,Control_64,Control_68,Control_69,Control_70,Control_71,Control_72,Control_73,CKD_105,CKD_106,CKD_108,CKD_110,CKD_112,CKD_124,CKD_125,CKD_126,CKD_128,CKD_129,CKD_63,CKD_65,CKD_96,CKD_98,CKD_99
class,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD
265.081/2.4,856447.7948,3516448.487,3383053.264,5714170.984,1804957.175,9325132.732,5736793.533,6253769.833,639546.1685,2789005.642,2512442.86,2694370.867,2930714.662,668126.5173,6343039.506,1309362.052,7253524.635,14987400.85,9830033.181,1297254.176,673611.3703,2717765.566,10802597.28,2806657.408,4295469.073,3048663,967127.9486,5819430.822,19397898.19,2541020.527
246.17/10.6,4593357.81,23241646.46,5814751.991,6207197.994,3579342.469,11361320.04,11518711.35,22756576.78,3055123.896,5922300.106,22610624.28,7307414.602,3682846.082,9348588.917,4481184.754,4909041.841,9716318.664,109998061.1,13753841.97,14004163.07,13345805.63,7288160.405,6970137.703,13291195.52,9410551.442,6560927.318,81621523.5,9958007.02,9707051.531,4807148.487
103.548/2.1,763311.7308,1665951.411,1693828.424,2629731.064,1794867.561,2714413.45,1838212.474,1868230.998,555914.1172,731659.6797,2550430.702,935332.995,967104.2356,496661.725,2281117.32,732305.3902,1551574.854,3751630.501,1695568.972,895321.1074,2445623.868,2595503.166,4212518.023,1148165.01,6885172.796,2210330.779,1122883.888,1540384.023,1363057.747,961946.9193
172.097/13.6,274657.9986,490231.5553,677519.8327,1694410.927,664219.0906,12719203,1309207.259,764907.8476,1248532.336,2062981.698,2215601.942,353876.0862,696201.4514,846740.7399,372074.3797,856598.412,8382193.474,2105063.895,2812653.529,915666.4539,3276590.222,1570371.564,5368383.006,842869.0554,2449673.233,1983770.947,5094277.428,26411298.45,1286873.321,815081.017
364.197/15.5,2455619.503,889682.9785,695434.5733,31464486.4,420494.9192,12299272.18,17254015.28,1276809.667,2270997.029,1935549.428,2212042.369,1826226.253,27732573.78,36366657.59,532969.0768,34148450.68,2337738.872,5148059.23,6155830.873,22991496.72,8217664.609,8678781.101,13409705.91,1885428.361,53971276.24,17394330.3,1510706.608,1808800.275,102624019,16399756.2
186.957/1.9,1248237.585,1263892.855,1828882.774,1164847.836,1438828.586,1426517.528,1041463.154,1330414.746,1395084.205,4544464.783,2329116.887,1426381.526,1473520.957,3046804.629,1276619.522,1889108.908,1955801.779,1491110.888,788175.9672,900469.8451,906624.8818,772704.1632,1773843.041,666630.81,1415729.49,1875290.947,1742629.945,1894067.377,1801024.077,842724.7292
348.174/15.5,411591.9913,285282.9824,193454.1743,11791580.21,92535.96895,3533866.708,5036885.969,461839.0057,610443.3318,159523.5861,370111.0787,482363.4367,10021929.26,7029792.818,122754.0872,9898582.128,882886.8461,1511436.627,1451290.012,7095725.088,1552241.353,2307131.004,5260082.106,492302.5652,24065862.09,2744508.536,328323.8532,297034.518,29563590.03,4157928.908
132.077/2.5,43703911.07,3632394.182,42745560.29,3383208.372,2626764.342,28481295.84,12829158.96,9223347.736,1902111.572,8701081.943,9737531.421,17234291.71,4705810.311,4074928.608,5531955.091,1905514.472,5558354.432,7947009.052,5215879.022,2756231.234,4321823.08,2249080.98,3084776.931,5769142.178,3654101.948,3154025.875,3022458.207,11236729.25,12169436.24,39083895.12
255.134/7.7,735408.8731,3026921.358,2389092.796,3924705.018,2157721.893,3879473.401,69826879.38,17182608.85,705243.4553,725133.6716,10193030.92,1554957.978,5367758.394,479932.4947,896650.8925,669968.3968,1702833.953,642707.3149,1435661.803,1750935.92,4970871.373,3138046.117,2411126.903,2101228.439,2527653.659,1379159.947,2399123.249,1621141.7,1753570.148,824735.0734
186.113/13.8,4892171.764,23457883.17,8222586.655,18930815.73,17537028.73,147562449.3,27041455.74,15057846.52,2154425.263,9936520.172,33998661.55,8813821.828,8407542.787,7407075.549,3172249.132,636448.632,14487712.61,11280016.4,23648281.37,3739211.738,18730081.87,16513807.85,11441825.34,9350890.527,5153065.205,2104429.685,7192257.953,799828.5368,5717025.748,13120138.22
181.069/11.6,16507112.52,115326816.2,75645000.51,43997223.02,55937116.84,264876458.8,28263771.02,114548666.6,18209784.78,15075676.61,50247133.64,27420175.6,77711340.71,26888250.26,13725257.73,35722796.9,78567661.72,67794995.18,38429728.02,29965168.22,33905114.12,44823393.43,40938960.34,48773339.66,44697852.45,13342346.38,9953669.125,9555218.27,49298794.55,40684180.49
220.064/3.7,1134482.882,2465354.902,698591.765,223461.3913,155131.7987,5368352.364,11041443.72,411459.7493,1291910.863,2485895.297,660875.0385,521321.4858,6781079.732,5407325.62,6042317.239,218367.9185,9015878.302,479630.2995,3496126.99,752895.5418,19224281.72,14589496.57,1259471.894,3104766.783,1057429.833,2282069.065,567204.6611,8679598.321,18055268.07,701076.5563
208.064/3.3,535449.7423,807546.4363,662763.4451,1155982.613,398584.8363,5249686.003,1560191.114,2134934.165,504374.6056,1155042.544,1614122.558,834931.6097,2379110.965,810671.9054,1060770.207,972309.5231,2344649.757,1155212.09,1865160.983,797365.4835,3004108.004,835442.9419,2722013.899,1757878.94,1631450.061,1553265.048,963235.6185,3548241.304,5438432.708,1309941.032
214.035/5.5,518796.7817,1035830.313,355520.0936,405042.9902,4392788.647,3803881.087,1135321.071,2202618.058,26589.98469,121174.6347,269847.6061,301021.7561,220132.5062,68300.70002,173067.3227,1428151.299,3932789.614,3208419.707,367919.4193,929049.7756,261711.8393,648943.8106,13305805.82,1430574.909,3780319.671,924664.0173,1784525.773,237708.2947,541632.4357,850569.3366
123.04/2.1,323287.1533,524132.3315,961517.2127,762987.0048,533783.0607,1267079.083,893736.6907,1236462.74,348869.1307,676438.6606,1223832.69,423013.0373,401925.1719,514671.5449,733522.9419,492603.975,1094799.33,1707015.859,756836.2927,405826.0536,856514.7186,659934.9309,988994.9722,493219.4908,1712284.832,964699.269,940226.0891,1115448.418,802989.5197,492609.2981
118.097/2.5,3419282.199,12563697.35,15024564.04,9561330.055,7115060.38,1091032.908,2462429.157,680958.6756,6489242.741,6526805.218,2478503.105,17358531.97,1605806.587,5353248.263,8752840.625,13081515.33,3054488.535,17923777.49,4253246.915,1241472.477,65171572,3062530.736,2791501.544,16430686.31,45689024.17,1425147.478,17526960.27,3815044.442,4501660.22,788026.3113
282.082/3.1,48991.95952,895613.2854,1234371.166,683932.9327,809015.1812,642849.0626,1225932.291,566624.2715,771121.1863,579997.3264,998011.3133,556807.0384,801842.0272,505248.2143,554143.4083,528830.8664,722307.2113,381432.3895,340873.6791,105557.0643,1835999.589,238641.3757,536289.0389,568392.2457,804888.0583,387662.2166,246590.5034,356602.5898,910551.8233,264259.6034
270.142/18.1,331318.5797,627026.4277,92589.4169,240020.8157,183369.309,1287952.292,1353563.166,471475.2031,143561.7058,335671.8647,955225.058,459928.604,444333.5987,399661.4129,351440.4209,59643.58821,1009812.946,636430.0519,900175.7476,178603.1983,904187.818,540391.3877,740586.5195,1385078.209,385877.7483,325155.4139,378568.0515,821984.457,2430648.683,553764.0622
217.155/2.6,492652.1821,6021441.026,3848421.604,3436842.483,1448065.587,2974640.987,17103450.96,9334871.031,1236807.055,2661478.729,12520816.24,8196510.352,2585202.303,1362805.938,1381099.684,657370.6974,9969120.262,33319960.9,830988.5546,419408.2076,1557444.194,2367694.848,33832548.28,2743732.754,8030116.58,5835918.828,1516598.679,8401037.424,31942754.31,2411761.005
302.233/17.7,24702680.92,240531077.7,18362414.98,25598689.98,11198112.43,75659097.39,293679717,182564610.8,11125317.57,50007458.68,154669928,27087456.06,86080085.4,50583674.09,45861702.46,4196079.135,211293576.5,29163498.53,35160187.73,44477019.14,19591491.6,24246603.45,25008745.33,96334630.67,43545575.04,15800049.34,21668706.78,45721117.82,115730199,32647504.65
183.085/3.2,1248234.766,2610032.465,1764039.362,1625304.139,573605.9557,2026213.441,3163444.124,4544402.049,945914.1067,1721904.693,5013467.168,1443908.247,2720231.807,523439.9825,923944.4879,2286699.082,1217242.709,1338877.331,1150236.909,712480.0263,673836.8562,469164.4969,1120750.953,1205135.495,4529432.916,2454084.38,1294760.353,1696656.437,967570.3816,1197455.025
303.236/17.7,4077220.759,42004982.1,2936032.102,4252717.26,1620800.115,12805784.34,51326413.76,31619309.69,1746949.974,8129033.509,26624108.43,4491178.487,14615027.49,8259798.71,7657870.136,654471.6712,36643522.24,4754337.503,5820373.546,7512460.359,3116143.188,3976188.03,4086939.688,16478251.96,7311873.064,2506683.152,3457343.412,7590897.006,19561026.21,5518362.725
139.05/2.7,522833.0779,2442722.023,1682363.575,2656775.653,2287687.777,4322228.507,2978700.162,4161341.604,1111225.88,1444541.02,3513659.524,631177.4539,2189468.052,1712424.102,2394302.104,377714.2567,1207699.555,994643.458,1144304.449,567755.6184,1939245.773,723358.6168,5828103.332,1794877.053,1857290.126,752018.589,874188.6677,600140.818,4810218.323,593817.9741
206.045/11,518785.3649,772243.5061,728793.2483,439307.2487,442802.5554,2703744.59,4003802.678,2096386.521,557211.4967,860410.2225,1017800.26,1533884.821,2342372.94,459805.4958,1314772.936,928549.6148,2859905.582,3189409.202,1198517.195,900320.0391,2176586.811,871650.11,1927658.55,1540217.954,1832148.737,1055703.185,1891852.604,1093688.284,2686875.754,2187398.055
190.912/2.3,1338804.574,1046051.666,1783285.09,1399865.828,3801333.46,2617908.155,2013677.709,511768.9636,778271.6235,3165633.152,838243.434,1831796.446,3375550.926,552743.2458,3781276.19,576660.333,1317018.918,3669669.239,1067149.667,1175021.171,688573.8126,2489919.996,2375816.762,517651.8977,763055.5683,1061634.769,429178.1578,2191787.044,2306268.682,558653.6535
180.895/2.3,559173.6124,1371739.845,1285961.411,1015031.598,2547799.953,848694.855,4049981.293,4412059.866,630142.6451,1540958.769,2935308.228,282984.3734,3826864.09,1442493.867,1517279.764,1261042.762,6422612.286,3645720.967,2627134.736,1639023.399,1623362.806,1727026.754,3978342.227,2489480.125,1362191.4,3205032.082,1142088.696,2641211.064,1877188.138,2337611.76
210.936/2.3,387807.3137,1644890.964,208268.5924,868201.4572,765706.174,857222.2826,431738.5853,3726889.679,615703.7986,500625.8044,601005.0722,28849.52527,275864.226,1346765.614,51287.89551,940796.5035,2281288.317,545488.6417,692189.7202,363357.927,841614.7665,83480.11389,2163164.495,1402212.586,2017139.135,2549998.892,1805734.632,664371.8342,306015.8172,1832349.405
290.16/5.8,1756753.632,2889412.232,802192.5075,13810317.5,3764712.504,13876116.77,14625700.57,11388889.2,1705011.85,1235970.955,12216850.4,1863910.323,1615635.577,1016909.679,5624001.842,11311269.77,19789087.08,1876720.404,2288658.912,8731440.051,2617247.408,2430224.486,22917881.98,8652745.316,5621463.376,4020169.599,1727421.25,37729192.35,6138915.106,10238964.17
284.095/12,281642.7287,341322.8479,176734.8395,1632985.834,195662.1515,456204.3291,1308477.913,1085896.708,68487.83865,536602.6182,311696.0625,258097.4601,422406.5156,170172.4495,126709.6658,521298.6196,1207148.434,387546.9976,315169.2183,1299356.904,761257.5153,181093.8786,599445.3173,1736798.23,1071633.608,356413.0028,65946.67621,629922.8817,532949.6352,1010327.742
106.951/2.3,6316724.031,10766907.57,5381664.061,11593159.14,15688150.17,10930626.48,11484718.63,9629882.684,7538462.063,11153149.64,8008313.41,2954309.821,13892804.6,7558517.384,7982554.375,4560156.503,10572405.58,12306038.11,4849050.09,3412804.768,2258039.288,7217087.673,14216135.66,5477691.624,9220265.582,9226734.978,8072511.796,12088398.41,6774090.062,6665158.586
286.104/4.6,993555.2267,1950929.149,1330321.406,10000,687268.7994,7164705.268,3957577.666,4463187.046,949295.7357,2146945.425,3710008.391,1758628.198,2164760.344,1125766.534,2219490.162,1000051.645,6567465.329,1726424.074,2455554.904,1458984.941,4972227.799,1518533.958,5237661.849,3673321.117,4096018.374,2165927.281,1770912.626,3861683.875,5208219,1573485.649
223.989/2.1,738670.1125,889590.9898,2019144.35,1291579.016,621526.0277,2828986.1,1578804.836,3964448.08,694517.3169,1622175.192,2145897.928,673772.4717,868501.5166,746096.4533,1022664.826,777098.8974,2476565.474,5408896.104,1467830.229,572965.5593,1333996.796,1256243.988,2582597.017,1048318.628,6153675.47,1795029.859,2338354.586,2688527.952,861842.477,562113.7662
281.113/10,476496.6664,1483511.448,761788.3667,862499.103,921639.4484,6818749.405,2914579.901,7012285.201,590063.5753,1854203.284,2398723.393,671701.1723,883154.4858,731603.2336,1002732.828,1622076.622,3227788.23,4127071.121,1359992.054,2441575.982,3243045.739,899539.4128,4884181.785,2187166.017,3737055.422,2035031.286,1412479.509,1782190.324,11306291.13,1638242.061
230.186/2.9,2245897.006,4420416.444,3207247.533,1008879.281,1783090.561,2718627.327,2107107.421,1366954.76,2295636.187,5701297.506,1233112.107,3593315.303,1077649.598,3111386,1051476.375,4073140.213,1719483.248,8893356.81,4970576.765,3934835.591,1020717.026,2981633.213,1191622.69,753406.7373,3860931.544,854534.2891,1821789.267,6166946.48,5533288.942,2600032.508
467.153/18.2,467787.8014,1834946.561,181111.8947,1146956.437,420350.6132,2301162.273,2938407.792,1819727.669,428997.8715,743410.2155,3526241.107,523918.0661,1418834.709,1246114.354,493151.1105,102640.6107,3136321.004,1458907.285,764009.7537,337701.3036,3563742.889,1022619.157,3369961.404,2016757.405,2312495.381,1002852.328,1526642.958,1385070.359,4485207.735,1104298.592
247.174/10.6,488404.917,3218111.383,648080.2589,708733.0216,404534.9872,1310611.771,1331322.815,2670140.261,355601.4212,678090.8896,2645223.029,823999.4404,423954.0314,1044714.245,500276.427,572818.7268,611957.5459,13808608.1,1615065.11,1644880.316,1543111.004,767414.0994,786431.654,1535106.289,1073825.655,734330.6235,10148589.9,1150585.573,1075396.825,536566.4806
279.134/12.3,306379.0163,967734.5521,748424.4708,3750038.711,971090.4389,1502806.508,26348772.32,4912274.759,265280.2543,950419.0643,5209112.277,1214235.178,2508751.8,162605.3969,370469.9631,190217.783,1525629.801,827864.975,1087285.762,537527.3762,1181965.471,832342.5493,2617882.418,1148755.719,2857824.278,466916.172,811570.2094,544442.0395,1104425.368,975337.6198
330.166/9.9,265255.6562,993895.2595,342910.112,1129919.943,247919.9654,2337411.573,599376.9526,1225289.205,228382.0557,686237.0082,549195.511,250804.0958,627056.6853,401410.9805,374516.9947,738470.2877,1805708.793,900788.5187,766580.3827,1287293.508,1457997.1,320164.0161,679690.9757,828812.4916,853639.1667,531612.6006,489704.309,679238.8324,1770276.775,700352.6522
332.207/12.9,314850.2927,1395928.506,432510.6952,1167282.705,297054.7848,2909548.038,2913387.535,2898081.528,278125.8926,1538058.348,1953267.802,403995.4142,907338.0262,443832.2705,454939.5429,552545.5214,3827618.871,2223688.626,1030179.881,1550396.268,2143973.918,456456.4834,1611936.016,936268.6388,1167243.194,2585627.928,601882.4087,2630920.996,3206723.017,900640.6395
229.155/3.4,12367466.76,42660212.26,25770868.97,47203838.36,16510666.32,111942427.9,69783061.14,85174277.56,26371294.2,40876010.9,77788931.31,30869963.42,50076690.59,28761949.87,59698039.84,44718020.62,76107040.27,70455180.07,56153813.95,39412528.86,63684430.02,25552863.71,69921975.69,53981323.04,237879763.8,51034239.73,28735624.79,57490146.78,127913120.6,21271181.92
140.034/3.1,1007513.119,6704646.413,1668810.54,458713.922,3774248.179,3989672.412,4090161.248,8594143.733,221994.4296,306524.2231,1228310.51,496099.5402,542389.5166,233662.4832,400501.9091,455201.4804,839831.0952,662774.6297,1221517.861,1192124.328,559209.197,1435889.395,6483343.8,1132035.741,2111400.115,360421.3946,605436.2088,265686.1172,893586.7933,540661.5884
189.135/2.5,3394724.106,15671879.68,7861857.231,6144256.166,2218614.258,38316485.34,24224435.13,27358785,8492629.746,8904177.672,34785768.48,6308880.4,13945305.29,8270954.686,10331932.05,5895887.465,40276394.71,25208524.73,47124450.21,5401434.522,5747531.983,4431688.874,21848009.51,14191031.57,35573116.85,10240263.51,2182526.085,28512605.54,104930598.6,8005993.64
347.17/15.5,2954943.275,1906098.087,1510205.238,76314763.78,703491.7572,21363336.04,30708849.37,3239352.438,3984179.258,1191151.089,2382940.945,2976226.766,59996592.79,48341248.52,1020937.61,58430800.31,4933097.68,9383491.205,9256900.583,43245411.23,9593638.988,14157386.2,31271800.55,3120675.1,137677992.2,17468527.73,2079201.502,1845502.983,169069041.4,25227333.39
159.124/2.4,304865.0342,1786796.25,1114885.461,826249.0884,737544.6986,4876109.903,2863702.753,3461642.243,962045.3405,823478.4685,4243821.548,879448.1066,1737532.971,1222784.028,1885948.867,793645.2991,5111956.915,2889197,4787042.243,846527.7989,1058769.979,647434.596,3200846.581,1535346.326,2691947.637,2366326.259,1377342.832,3079989.693,14153217.14,1156744.049
392.228/15.5,643741.2047,234075.6208,217998.6229,14850252.82,143304.5785,3916431.825,5488738.714,358390.2992,650514.5373,326705.8382,529447.0101,569055.6196,9421027.615,6649096.73,172057.0927,9210829.998,762380.9662,2060890.007,1593410.262,7073999.179,1441205.427,2099251.163,4837812.267,493228.4708,26230980.68,2965878.293,389925.8603,539217.3396,36456413.7,4002876.481
321.22/2.3,1029459.664,1394656.861,976588.0812,818698.1706,1537620.114,759226.5271,704506.4073,405592.226,283473.9866,1696457.904,1067541.007,647677.9273,889193.7049,428901.6679,884670.0503,572165.2246,1418544.337,2194024.494,929617.7715,889395.5087,1376719.742,1618732.953,1371813.991,692665.1908,857129.4864,794217.7919,409096.5133,1448848.995,1125606.43,828730.6194
283.129/13.9,408006.6777,1304222.597,631815.6196,710630.3256,539651.4693,3290917.359,3703146.666,1917446.461,515173.3293,1319391.296,3314690.656,850985.612,1083758.476,995429.4346,1644009.882,904263.1752,2710155.528,2261163.281,1934336.166,1043861.314,2505978.365,844686.2733,1645210.162,1761074.47,2639365.115,1818510.32,1418188.89,1723569.198,6344483.691,1060918.755
257.113/3.5,630248.7149,2071464.763,1819654.709,4758213.577,1077138.253,5639684.484,2720097.684,3089332.184,1265168.372,1834402.064,2805841.895,1878699.716,1937566.098,1140337.286,2598705.678,922539.7072,5081652.261,2198140.422,2904743.712,1717147.973,3590018.06,1992558.306,4105486.261,3880383.983,3450035.088,2290549.885,951897.4513,3389799.872,8011683.195,1735285.632
366.059/3.9,9530.221733,132473.9794,5932443.804,264599.9841,201043.6015,29723505.66,746062.5644,644702.5601,4793.819715,7317.065846,10000,8494613.128,1300318.628,1070959.836,90954.91543,29689.24308,10000,14564377.31,2263162.158,249084.0935,4611804.517,190912.8701,30575448.31,33268.40718,51624.9954,26637919.88,1513889.44,19680706,8807825.932,2150106.085
151.039/9.5,227228.5657,607086.1036,896180.5334,544317.1973,677272.8418,1885304.423,9047924.793,540648.6185,112142.3119,161055.454,453637.6499,552427.6708,396670.0335,238889.9238,222279.7667,306806.5674,659902.9753,290548.56,361974.2655,206578.4282,295307.2877,423145.4614,583853.2943,295294.4609,236458.4331,209741.5425,811526.8232,120023.6843,393721.4714,357421.7872
247.144/10.5,188341.4364,566681.6042,1124779.312,519159.4433,1201605.224,311870.9244,478852.3854,2363413.202,518737.8759,2363933.584,942792.6609,2131375.099,3076016.158,303784.954,4321107.091,415914.9533,3566279.304,756986.9205,384474.8434,404588.8809,2371427.879,1426790.869,359864.0721,1523399.573,457543.6942,265888.4012,329484.2555,240863.9532,263990.9672,158593.282
230.158/3,1031553.1,5743726.296,5018622.708,7554349.832,2793489.816,16282946.63,8805479.08,10836343.39,3283742.341,7232563.072,12996483.99,4225227.973,6269019.645,4103747.86,8009623.301,6215185.229,11853661.41,12044923.02,7751716.156,4685082.315,7495117.238,3344932.915,12468918.53,6843632.216,26234516.45,6726911.973,4067612.089,7538191.489,20348624.17,3144225.81
170.06/15.7,665647.2164,2957375.616,3576668.215,2156145.376,1087044.792,2369475.023,2557307.558,3343678.132,955828.8933,2593048.445,6519263.687,860877.8157,5965329.526,775482.5137,1579178.41,467041.5884,5603439.256,2145191.638,1151090.736,937853.3275,994154.8944,1342951.99,2951317.061,287805.4379,2068097.56,1607822.864,190971.1536,743357.8878,4818959.859,1272324.821
226.071/9.6,2825396.392,7463258.093,11030771.89,6810845.686,8123647.154,24449985.52,111492922.7,7413280.791,803337.3451,948789.55,5700521.498,8307662.604,5352852.476,2793885.35,2384640.95,4071209.71,8509754.337,3741719.609,6100674.887,2747163.484,2792796.163,5968975.946,7423405.094,4138321.793,2728841.378,1792874.851,9562601.213,852819.5119,5204742.308,5396703.641
239.139/12.8,715007.1386,1067004.669,160602.9555,709550.2414,833403.3313,375043.7377,3834493.315,897093.6354,162651.6124,867216.585,1698758.684,1038074.414,265664.6835,283648.4681,443152.3852,401197.2405,481976.3966,856935.3709,377233.1235,450066.4009,681478.8229,395868.2504,1311074.824,185749.2356,692823.6573,274181.143,1371899.003,258906.6527,314961.9432,576406.615
265.144/16.2,543113.1083,2856181.039,1620281.562,6888252.226,1523468.77,7747716.651,5225665.375,7676829.839,360458.7464,643291.1654,2435828.079,934540.8265,2913352.836,411200.7421,1483660.139,4900501.259,12375723.03,5020903.653,1282914.59,1585400.011,1458381.652,1521446.127,8344909.273,2775224.803,1609864.251,2192502.172,2109569.456,5065439.344,13771640.34,2267784.521
181.086/15.3,649863.7208,1562947.687,1314952.255,3826558.955,1164690.785,14335419.86,920746.3421,6135248.28,1042565.867,8889461.318,4935344.651,3094876.842,2953685.485,1013410.609,1204011.195,1371748.083,5014159.466,5581630.049,4452083.988,2075404.183,4826123.886,1782720.373,9936047.799,1782071.704,12290187.36,11737158.99,3203928.231,10431682.71,2320015.198,1895233.198
163.084/2.2,312659.8173,561012.0216,666946.5051,1019982.874,519607.129,1547021.862,444669.9135,638838.9553,380712.4579,676817.6486,589703.077,586397.7689,702068.0234,990731.4971,481683.2823,402277.6663,1192335.929,971198.4666,767607.155,853907.59,490081.4694,285068.8607,1360748.704,664349.7895,870757.72,757187.4433,519577.4024,808591.951,2657236.322,567666.8271
400.151/9.1,68165.49032,3705035.245,1093216.853,755200.6688,784493.3209,12612628.67,572168.6425,4848671.004,105434.645,73494.77943,2631738.24,792638.0772,1088702.38,120615.7434,142901.9584,293370.1445,370210.7083,156043.7151,3653395.995,364333.7052,1100953.637,374675.116,1446736.666,2767714.773,212998.8855,1288041.741,10000,338145.2781,623110.7749,150417.3983
304.15/8.5,750188.0168,2097601.848,1065642.276,2012603.247,626999.6297,8083958.058,4145284.197,7184913.707,670582.2199,1550630.211,2908285.018,802490.0849,1674003.367,1281914.01,1793995.124,1133181.526,3777045.326,4463345.591,2567705.688,3440027.937,2859278.471,915812.0373,4334936.666,2595723.764,6344372.504,2109409.494,1553496.491,1656913.864,14314526.4,3220712.032
441.176/16.3,125253.7664,735845.2638,449686.6865,2037384.777,397425.7574,2374298.496,1531606.708,2309432.514,81921.78718,148630.6525,683830.3375,256752.5394,806443.64,107276.383,426973.2115,1271670.698,3698979.547,1476909.97,366580.235,419255.3495,352437.8471,440059.5393,2656851.959,810973.4229,418133.6309,611280.8156,596562.9522,1383346.567,4424906.212,646611.7623
267.134/15,1863095.71,1807164.203,7685408.53,389110.0717,5485269.773,2384189.24,30598509.56,13661288.68,510897.9668,578150.9861,11477739.73,2321453.466,734872.5265,394991.429,878298.7287,674008.2993,6308109.432,1433532.791,3029587.254,5009260.601,3036150.076,3215295.205,4889759.797,943555.0075,2887650.149,1804956.163,3769317.269,819754.4566,2071765.123,1684784.74
261.145/12.6,243402.0427,362057.1278,746361.345,7356815.978,614355.5783,144568367.2,437266.9376,1627937.427,366370.4628,3823870.723,9366632.047,5063865.765,6364852.969,6169296.129,713006.4014,1303314.459,829317.7693,567605.6767,1239754.613,774441.946,1467750.272,430215.7339,958586.5924,506428.2347,2999649.8,560040.3894,397274.1268,1088611.297,1010197.826,658457.9396
308.186/17.1,2134402.91,468920.1754,760667.7004,1376582.802,389599.731,11448618.04,2281607.048,500102.0216,1929056.621,572037.6684,1234784.043,776774.3004,5748747.188,1885452.042,1842610.492,11241957.8,2124994.212,1937364.99,5522238.168,1689756.047,2627652.581,2115678.406,1862937.88,2961212.154,6038256.691,651300.1051,1041364.169,776245.1185,12651375.51,1659903.32
224.055/12.6,174865.1615,286788.9598,142942.9898,1593150.911,118092.4851,20646478.98,53608541.5,1018002.494,155221.8261,239045.0237,207017.301,2950004.016,505491.5306,275918.1831,594664.4955,64519.22106,1018012.869,159583.4691,4362089.473,408199.7549,818547.3952,195481.4369,865114.2114,1493252.075,1895695.811,1764432.329,138964.1889,155551.2664,1845998.178,193631.4373
239.103/11.5,389076.9156,4515699.856,2687029.126,362679.574,2137205.015,7563289.108,786137.4646,3887683.879,398128.7193,698477.5581,2573641.075,587520.5278,2305523.859,1784463.626,336558.7118,1223242.8,2416696.677,2443270.818,1057267.71,869743.0711,793905.0718,1272604.393,292003.1183,1243575.312,1128990.301,584700.0568,325699.121,267640.8975,5012314.807,1216347.812
151.087/11.9,1406771.092,1120298.822,868989.3167,1208286.164,1021952.983,983929.3117,874057.7618,1610241.05,648255.3277,2277061.88,1653094.794,1393407.248,509948.7317,1710785.48,932570.7474,878307.5383,1543009.88,1068678.93,819138.4037,980401.5762,3468692.685,751582.5282,1427130.527,1018078.279,1919654.126,3517273.29,1192072.062,1824798.268,1753762.943,687874.8273
174.938/2.3,1789307.82,3458411.701,1138651.709,4856271.124,5177824.778,2390208.668,2524994.384,2776946.922,2962191.865,2441206.26,1922270.566,15009404.59,2840838.614,2290884.025,920663.2706,1892791.795,3152716.402,2547687.031,1058474.879,1745933.656,1311798.264,1085813.345,5075015.716,1821009.12,2717497.163,3613063.524,2495161.545,3858158.41,1295626.291,2262357.689
94.546/2.1,5765776.604,10434959.44,14544746.85,12403581.08,8310413.804,20225449.22,1484026.661,23799731.59,5720712.547,8947116.733,17442835.02,5923232.24,8402522.541,6929003.74,12133098.95,6460775.885,16259525.16,26394724.67,10989031.22,5917612.336,14505491.55,10067225.07,17484225.87,7619669.235,29497670.31,12141814.27,16135855.06,15580467.96,9140609.294,6517381.925
241.118/9.1,423600.9154,2602534.869,1017234.335,1549447.952,2715405.867,19351176.45,481031.138,4373104.798,1032131.237,620430.8685,901856.16,1225384.623,899411.9375,412146.6064,430615.1716,481537.6712,547271.69,609224.4293,2490733.482,563199.18,642585.1695,630098.7,2894979.917,3204307.456,421432.6157,741059.456,296234.4321,461891.5927,1126168.449,414129.0563
206.048/13.9,3524420.733,2902967.637,379904.7177,5046259.9,2089614.761,1668554.012,7556552.443,5893888.479,1312846.106,19792406.66,4026316.624,2959002.258,3329291.356,2289682.614,3150065.31,464550.4969,3022379.028,2610757.895,1490513.426,3442911.871,5502477.619,2860333.062,3574243.176,1080448.588,5729987.744,5673930.275,133216.7445,2541825.44,3178201.186,1979457.963
267.123/16.9,222954.1851,1562950.018,247198.3256,399800.8266,559167.6835,2991525.29,2029911.307,1101251.626,583558.1857,734508.3066,1611394.741,380259.0664,870725.003,460184.4661,642120.4608,777295.6943,2246649.103,915686.7345,815962.5294,1148784.617,1663872.126,899468.5132,1704909.206,786489.0645,1040055.428,711290.0201,827673.6022,1558484.243,1849387.507,1608590.784
180.904/2.3,1551594.439,2967188.29,1296751.946,1065858.071,3101673.277,4674797.447,1033186.629,4253849.247,830657.6553,3445341.95,1475157.881,279908.193,1452285.596,1916105.325,828685.0423,1338014.382,4800486.651,3954004.471,2760702.065,933702.868,1771965.398,1289588.503,4110181.765,2029254.572,3082638.003,3501988.42,2126993.295,1877133.087,2022217.571,2469068.58
