sample,Control_115,Control_130,Control_132,Control_133,Control_136,Control_53,Control_61,Control_62,Control_64,Control_68,Control_69,Control_70,Control_71,Control_72,Control_73,CKD_105,CKD_106,CKD_108,CKD_110,CKD_112,CKD_124,CKD_125,CKD_126,CKD_128,CKD_129,CKD_63,CKD_65,CKD_96,CKD_98,CKD_99
class,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD
142.948/2.3,393580.304,9453620.858,2148049.627,3904538.613,5657466.33,8624107,2058647.763,23375017.23,4487302.57,5047692.108,4432679.464,232759.1409,2099399.378,7372984.068,653668.3169,4496022.77,15751304.91,5577003.052,5872290.024,1713944.254,5476798.393,1374218.557,10995152.22,7786507.273,12038209.27,11778492.49,12064871.63,4260548.92,3406397.962,9649618.688
190.05/10.6,3933329.666,6501759.334,4360239.972,3443813.705,1645764.361,14813837.52,17207835.74,20690767.35,1224593.745,5141034.238,15078152.56,9854118.06,7421521.945,3416605.263,6071306.419,3492146.681,11587824.56,27827745.48,6810677.313,7080658.303,7065370.016,4813694.485,20124642.89,9279463.187,16991035.9,6614516.974,3981445.779,8273539.124,113963910.1,1968534.523
338.145/9.7,405787.6693,1036374.491,598910.8558,988069.6113,341365.5469,3475705.039,984650.5392,1939748.798,165827.851,1036664.614,1790111.974,451955.843,1599511.726,287212.7395,629011.82,1174023.364,4270944.14,1157293.954,797202.0353,493570.6702,2044297.773,522270.0902,2199664.895,1590690.252,1282483.563,827295.7319,644248.3881,1260335.152,2178747.764,1068934.338
227.075/9.5,311791.4502,671520.8008,972618.8031,600754.0666,589468.8716,1728802.113,11647733.19,659222.167,180141.2231,458413.6351,502531.156,766655.6245,451184.8023,307091.0122,257499.1083,455660.1268,636705.4555,372566.2094,493470.62,291821.6163,490414.262,503392.0349,650268.656,389385.7239,323313.0809,411417.8577,874128.8854,290035.4937,405943.3793,475290.9709
151.062/3.8,587699.6977,1652444.717,316780.147,2038478.208,758313.2224,710005.4938,1533734.106,1458704.567,435871.4293,1630617.768,5478522.913,637120.0766,1238902.765,665027.3922,1190693.812,944970.84,3668037.926,1591787.415,976971.9599,1297308.195,1061703.864,934318.705,2879681.088,2914130.985,3769282.963,972625.9571,1414053.665,1426476.393,2564565.327,1111011.434
184.06/3.6,772547.1546,1403012.263,6785794.226,127953353.8,526460.1608,1757744.208,11895557,3467293.761,512117.1206,1702547.688,2796896.36,1227886.874,2047295.019,839860.6482,2227604.964,496771.9428,4314767.551,6052918.238,4124127.998,496200.2754,2199952.182,609898.8356,181778791.3,3084678.96,271566152.6,682588.0832,64146338.69,3135601.28,7286204.452,4017640.751
359.262/18.2,401934.6569,1026161.02,668921.8577,1436861.401,368693.2678,2145325.231,4825990.359,3968089.595,581055.3524,1087053.199,2890877.55,780772.1395,3499309.032,3090041.079,1907325.888,163286.614,1450789.348,371668.2985,2744083.566,247693.017,1087995.45,306320.7485,2157694.32,1583155.782,954719.8607,1027024.233,372166.3761,3455391.052,4083591.335,335397.2279
329.12/9.2,305883.5934,224296.6069,190564.606,144224.3863,38911.85639,2461536.206,595617.1497,106534.0103,282055.3243,1002745.515,117208.9805,462268.5548,894061.8715,324655.3278,457100.7578,97061.66065,1110544.111,478274.5886,899776.8199,350933.4547,1520756.864,849996.9501,747462.1837,184338.8434,293226.2992,737099.0638,323373.1629,1501890.838,1889710.571,236965.7046
182.081/3.2,3655202.652,34584894.55,21549112.77,19532472.74,10175524.96,25879412.14,39201092.83,53682263.25,3461610.037,20687540.24,55541561.58,19289453.64,31394274.73,7646723.589,13104908.19,6968247.857,18255657.82,13148253.19,17949181.57,10804698.16,26014296.88,8424765.123,21301341.08,13345641.88,52891421.44,31368548.1,6401434.436,22320735.58,9732445.656,10823418.82
303.074/11.5,520239.9201,6115784.301,875288.9585,2248161.445,3414948.822,7765558.439,10296290.88,6652552.07,1168388.142,5661655.945,7812511.209,2035571.119,6905986.852,2681701.569,4174307.521,705776.6512,6764747.386,6154656.348,1238450.415,1484238.299,2719694.06,7216068.611,4548670.309,973738.8416,4732487.939,3744751.133,643235.6113,3764362.969,5997302.029,801018.6933
326.087/3.5,1447484.495,1252933.417,773220.9151,3188915.147,1144238.741,2184523.51,5671104.847,6558481.399,1870854.45,2602690.284,1737351.354,1118070.504,1429446.923,1038847.926,779625.0617,2874465.828,8308130.582,1052046.277,1283880.824,4494888.792,5124099.5,2988839.799,3829551.438,663407.9544,4569695.099,1038795.644,25425.25834,3528741.822,1656125.532,3543061.076
358.259/18.2,2359608.775,5648201.539,3776185.863,8468406.564,2018300.044,11400171.47,25641779.29,21817525.32,3133448.416,5886672.988,16312072.4,4395690.738,18381752.36,15984368.73,10129835.67,965640.7377,8620201.863,2152037.392,14392727.07,1416567.954,6250539.995,1659170.765,11606975.32,9245854.395,5537638.634,5887937.818,1345093.706,18327799.61,21839654.09,1934081.968
354.166/11.5,813612.9714,1602060.719,682560.9563,254203.8787,1291551.344,949140.4143,1224886.54,1140517.398,397234.4048,1339470.584,1635310.327,554657.9242,837215.0356,1308339.77,529418.1159,1195607.707,2147671.484,1784499.105,1099100.457,866803.9075,1076777.777,861784.7286,185496.718,830522.3869,1240051.741,1358404.524,167562.5826,1355957.849,2627102.345,1175755.308
225.062/11.3,600325.1735,5504239.42,4414496.238,2698975.971,58120226.02,990390.1336,811477.6996,861695.0205,347923.8599,514464.4154,1215063.655,2589035.849,854203.4225,424366.0903,531827.9885,1025185.849,770548.438,665840.0697,1137034.077,929450.2056,600474.3137,1386548.028,572089.3101,826830.3322,1443802.732,830522.248,418577.3501,401735.1274,2958044.099,873114.0085
249.107/2.4,774657.6763,6925625.151,1254861.388,14231131.76,1961298.406,10092263.18,8860896.241,28422840.19,2155181.813,1768697.736,4703592.814,576320.427,1769078.823,1773528.54,1554983.613,4731213.304,15925542.93,11325942.57,5128527.723,3470120.703,2544797.472,1257378.452,20899602.04,11042606.36,11722815.9,8401863.175,2436118.189,9045516.223,12048629.82,7514226.837
287.1/11.6,1691787.714,15294862.14,2299254.651,7743921.156,5113387.05,7655021.46,5205276.596,20200489.4,4590586.769,4612539.744,12988545.61,1971492.881,7683713.714,8243897.171,2867166.995,2154565.412,11744908.89,5445096.593,1491996.884,2652470.737,7208947.356,3448360.256,8734262.498,2943509.625,10956473.16,9012351.097,3462674.387,5460511.185,3521592.26,2433975.363
458.202/16.2,1106319.991,3361368.51,2062696.654,7466715.996,1947871.682,10362336.95,6691596.128,11125023.93,444505.0839,1997271.987,7697262.787,1193745.443,4178418.924,942879.4865,1977411.709,7584855.752,15188650.21,6551547.298,2049346.569,2035393.641,2891210.023,2193554.367,6033222.132,3918062.869,1410750.604,6342224.482,3081160.578,5710308.06,30507291.33,3437513.718
158.117/2.7,458556.0599,2636644.113,1598382.11,1119564.337,1291228.873,2932243.756,1890131.399,3177562.704,1308752.197,735308.5913,1872735.413,1073536.005,1027537.919,1395681.382,4061417,1170089.241,1825160.724,1186342.687,1782556.165,714181.8952,1212826.74,1548342.644,2757672.761,1206042.018,2396865.065,1518309.309,1072678.71,929896.787,1507794.927,658711.9308
254.161/3.5,1293698.556,677492.3825,162643.1063,227059.3493,411728.8443,1124249.172,1434397.709,2898090.326,125523.0452,307283.6813,4507782.14,695872.2944,643504.2339,301977.1275,390434.2333,757191.8344,1996564.494,3351078.608,822600.1632,852212.5643,616188.6631,510138.1496,1680262.298,1837129.565,1042324.151,651048.0282,620939.6138,1265027.654,7297305.824,1100663.89
252.087/12.4,2024002.802,23244561.29,8637831.533,4055706.996,9362623.399,128803386.3,5518870.722,10860315.87,2492307.101,840874.8277,2853385.612,1697003.119,5862080.253,2574440.172,2027911.928,641797.5073,2358818.873,3242952.87,6446197.307,2060000.342,4028549.627,5575417.253,6231370.296,11718584.71,2780506.424,1097858.788,4134977.637,569533.8827,3378012.778,12998056
447.238/17.3,124795.1682,572273.8917,604671.4673,852689.5974,212590.0018,1613655.376,751964.085,738947.6275,4693267.463,330694.9027,942950.719,204857.7155,402942.3476,228301.0977,481496.9981,1401171.977,8769205.515,1182283.455,211227.1715,387569.9761,508128.129,137621.058,742189.8745,29655473.77,1675131.389,292868.0492,19290.07562,201924.4093,1144504.17,594367.8488
388.124/11.7,371769.3166,1487164.004,479552.6547,246489.707,3121051.663,6067363.424,517173.9627,2881233.837,86426.52935,18261.93746,241670.6984,273539.8649,249631.5574,619464.3337,468567.8,64635.2015,350505.644,386124.6789,305209.719,990840.4416,1134821.006,1262586.235,1267467.505,502706.0381,575163.7936,446240.2026,1485395.953,10000,381178.9907,383020.1969
90.008/1.9,1683090.862,1226591.654,1474993.782,969760.3832,1494119.177,1480315.095,1267125.303,1485501.899,1507834.487,4393934.993,1472967.096,1400514.315,1609038.361,1730132.109,1465671.852,1641410.593,2015258.907,1507834.172,1095465.935,1141210.326,927777.0269,927096.5117,1030333.007,1122566.892,1017482.725,1243203.026,2071259.116,1765069.426,2199794.673,1048059.807
365.181/15,308211.4934,1220977.615,735787.6642,600967.9335,158577.135,2732628.267,1613965.629,815855.8908,449331.365,1002793.954,2557790.676,931763.7741,376700.2595,859011.7594,910113.2871,420511.0916,969392.0867,1575315.109,2953644.422,373439.9747,1173161.463,258466.532,1567610.734,2654443.243,1631974.596,1145109.459,439922.4133,705932.2154,7598537.574,501487.4583
110.009/2.1,2119936.022,3958999.832,6387402.788,5583594.636,2994553.035,7899880.155,5417186.923,9747764.423,1927910.582,3146828.724,6165204.7,2211335.818,3078314.481,2048833.154,4752293.993,2455049.538,6549791.802,11736188.07,4176906.93,2100064.221,6459309.576,4027156.051,7547935.144,2764015.528,13440282.72,4938513.516,6958639.308,7185922.392,2784339.966,2224199.522
245.077/2.8,743990.3996,975107.9762,2577752.382,2058858.455,1281059.7,1769355.882,1370913.104,1536069.775,1482941.51,1234299.186,1303483.559,2033509.608,1061749.782,990411.0913,2660203.938,2152833.177,1954595.396,2120181.18,1353343.633,997264.4695,3340633.481,496196.9932,2897713.981,1229525.611,1785342.52,1728342.226,1792147.213,2200273.379,1928920.986,1073403.111
284.062/9.2,393244.1665,540400.9581,365279.9974,128667.9437,150044.4617,7318916.887,1253392.572,179590.1664,351670.4903,1743965.381,935131.9451,472412.9348,1112869.084,1112161.744,620201.2321,1723304.252,2121624.784,371289.5282,1442473.703,491814.5772,2917594.708,2095391.281,1379773.895,383651.4387,626747.509,1773580.954,445234.842,3966500.89,7092527.443,626738.6683
218.139/3.6,1439274.979,9321905.826,2535123.727,1545679.094,823541.1219,1760458.969,938617.6459,4266711.944,1177227.556,1214880.676,6544312.984,6306513.46,820141.7721,4850377.529,865891.6597,4191900.753,2266293.484,1855831.246,10795040.88,8859731.433,7357365.627,1740378.945,1820094.221,7671366,2723769.759,3614315.716,708725.0081,4302343.094,1588943.913,2333439.052
281.113/8.5,623434.6815,783882.6982,1734511.483,7029332.441,2667302.728,2197850.19,2856300.697,2009207.595,1504571.792,3598573.809,1692814.254,730753.8831,1912069.955,1942687.497,3005270.873,2434214.004,6335550.071,7393269.777,5759520.911,1493266.735,4200204.98,570638.8831,6151496.727,409916.1454,2350690.393,3536150.44,346180.8572,380238.934,3171016.712,1988396.876
411.089/13.7,654136.7708,572566.7914,344212.3885,1158496.078,427341.9381,998388.9915,406444.2032,1367016.029,143667.366,6627419.829,642742.0048,859854.9186,640237.4815,380264.8718,540661.7113,102953.3362,723986.2569,402772.3842,535010.683,602987.9154,1305533.409,567613.2329,422502.3716,600545.4433,734479.4782,776648.6774,108640.0962,878204.9014,570570.3887,469048.1058
197.056/4.8,683921.9976,474880.9181,760302.7951,787798.4911,617908.7707,1749931.292,1503175.421,3358974.881,524914.1275,1027967.831,1006741.197,578332.48,488777.1224,1017095.091,538991.2347,942253.8671,1199721.012,811597.444,602998.0748,559217.7126,1043145.673,555680.8877,822153.8432,638244.4641,602019.6591,924903.7738,672026.0596,824398.9225,926664.1605,639500.301
428.116/13.8,1068801.836,886931.6497,10000,1857341.81,467174.4186,1214933.484,2967869.918,819163.0788,213322.8966,11065819.21,1106196.569,1421652.451,977519.2932,507198.486,865286.5834,523623.1774,710778.2759,585669.5999,868604.5026,972156.8603,2177616.512,818410.9893,606705.8274,739483.8535,1661709.721,1524658.559,10000,1216282.748,838371.6398,462159.3351
206.082/11.5,146849.6791,1680739.055,954238.988,47584.66965,720534.3895,2966620.049,385001.8924,998823.1389,121338.4109,154240.1016,683401.381,191882.4006,797538.5047,445573.0678,91430.07363,432604.6132,803372.51,742279.4889,375996.4947,291014.8036,268787.1025,473005.2822,451306.2813,470211.1018,331434.1719,402298.1363,459403.8411,83925.18106,899355.6736,490026.8603
192.066/13,262910.2034,1920141.445,1498167.923,1773586.007,878241.2676,483857.8842,2028064.207,880149.1397,98714.77437,680975.8627,377456.9312,238960.5347,1082210.856,650426.8768,744976.7427,247457.8571,1465724,1257833.03,977107.8656,598958.0002,699264.9084,437497.2531,439591.6979,229950.9146,867389.3105,286327.756,1383526.683,184247.862,880296.3519,459469.915
381.176/13.9,65870.865,251217.2891,539267.6064,398321.0569,219865.4832,404657.7539,2032280.837,2821179.799,320491.2544,9703.395752,2491534.704,1004059.331,703180.9178,459780.5469,2805124.606,1418947.08,4052726.546,2290145.582,900302.7001,745869.1498,2190647.89,359146.89,1479747.069,335592.0297,2048416.04,3071430.671,547668.3367,229564.424,997394.2284,239598.2732
187.116/13.8,1046219.395,2128303.553,706864.307,1761007.298,1553521.864,14603558.57,2486967.245,1344666.573,692251.3818,879841.3521,3031339.039,749616.1674,762771.5238,586789.8823,1083328.527,1332241.52,1255074.988,999950.5831,2173534.159,1092766.963,1689626.945,1470260.861,1013260.338,789156.9183,1192669.393,1914293.487,627039.9114,1356596.868,449824.3275,1137421.584
245.092/15.7,4421276.585,19022138.45,21992443.12,13593286.03,7200195.64,16290839.89,16520780.18,20919266.7,6180255.718,17266019.6,44244491.5,5350910.094,38239199.02,5158495.104,9671424.673,2878664.519,38311367.65,14351049.92,8259030.494,6729461.506,6613620.149,8992915.867,17405533.46,1398340.696,13814814.37,10754482.47,254753.0763,4963091.105,35102568.95,9090230.968
311.18/11.5,5881652.151,10608341.13,4889394.585,20654777.35,7473955.905,16240284.23,19850269.88,19475971.76,4904713.545,13586444.72,5794688.864,6180530.935,11261584.47,5741584.543,7480441.272,6898695.008,29613476.12,12143639.44,13637833.97,14035191.43,10656708.8,8164138.69,19471708.17,7672555.598,16462312.5,11703835.44,1371139.8,13967991.24,16084858.71,14063603.18
168.029/3.1,250363.2047,513893.8854,482486.9662,1534431.625,210601.1155,1002551.94,767122.139,560504.0387,455212.2345,380703.8647,665958.1698,769067.138,293721.92,296915.439,656485.957,261317.0102,982971.5397,839098.6151,444929.3916,359558.2522,3932238.832,121173.2091,1196121.794,552998.13,1068209.968,528478.6517,676217.374,1280650.814,378935.707,327480.2778
241.102/11.5,317457.7408,1095915.974,668880.3718,512844.1799,390163.6867,3494996.359,338681.8185,1207487.332,211636.7386,419661.9652,608533.3682,298117.847,751023.0215,436719.4154,241968.2747,403417.4214,755684.2152,584271.7008,593276.3297,394697.7677,606296.4923,678404.8505,502360.9413,600481.033,404119.8086,435368.5894,248314.3847,359325.4963,562740.014,384936.1179
304.212/14.2,457527.6935,5265830.28,1864316.181,1049222.701,1470726.626,7157050.048,1565783.688,4991652.962,2510990.713,2952738.488,6887093.345,1680818.845,1488298.419,4658284.477,1482119.106,2575027.469,4448995.786,1885526.455,10768311.67,3379564.389,5419028.898,2370200.565,2627931.975,6061132.232,2344266.326,3235221.708,706225.1192,12292098.35,2410742.488,1424130.717
323.172/11.5,918260.6357,1571613.59,941105.8929,292976.9698,1334275.887,604647.2033,1217770.81,967937.9389,854943.9263,1437282.219,1155611.189,966272.098,767312.2472,1120819.736,869415.0123,1116161.488,1696817.313,1695015.068,995037.3927,1045608.846,1185776.85,845709.5501,104289.2071,742480.4745,1313694.967,1829961.077,278137.3776,1732025.852,2099178.105,1014750.529
172.977/1.9,1258989.365,958168.7929,2274334.041,2446254.773,1940507.612,1931844.667,1782038.535,3848893.973,1962514.851,2045304.735,1361733.036,2114053.366,3166095.104,1225894.152,2087654.967,947634.9976,1875650.401,688560.4474,870929.2155,911965.8995,521087.3303,843947.7653,3456899.271,1161097.662,3300299.149,2524016.243,4546553.668,769090.9048,1292758.218,772319.3819
438.235/12.4,110758.2776,879600.4655,421329.4357,543893.8283,204472.4679,1158223.706,1242878.306,648840.8896,239927.3416,244964.4008,1446809.95,507035.1645,278081.7119,404223.9818,1117261.836,202223.1643,1374282.581,502892.491,1663976.659,228082.266,1965335.339,462623.3463,302645.1809,1511947.841,556664.3325,1332415.747,345977.7799,378998.8892,1668592.268,143920.3794
353.183/11.5,1075428.835,1968905.438,962087.0331,1642476.894,1270770.449,944415.8852,1223777.655,1016941.439,584786.4333,2240212.566,1664802.558,646872.9188,1090036.549,2765834.506,683390.9158,1720865.987,2336606.333,1951288.183,1311087.663,841699.4065,1064478.148,945769.744,1425369.505,855460.4017,1348876.915,2221195.798,577288.3514,1855153.159,4779007.7,1394296.151
341.171/12.1,181970.6772,1127681.24,501792.2272,469485.3611,764022.5631,2390151.707,625734.0702,1602910.73,5911.03371,109271.6824,1029409.118,74548.77302,453506.5539,56803.91635,271065.1551,495573.6997,2764634.782,587264.4442,2933531.538,407494.4751,484348.045,631287.8366,1115946.115,467423.1181,675167.2302,449797.4641,273846.2327,297004.1985,1755939.551,740160.5488
246.096/15.7,529749.1179,2457115.836,2852146.533,1790130.706,892272.8922,2084070.829,2133418.004,2738746.192,785133.1325,2226554.405,5959967.896,637071.288,5294120.334,623168.6131,1234108.259,350234.2993,5081281.023,1902835.273,1016114.024,815194.9655,801895.4456,1182009.803,2307420.711,174481.8027,1759937.559,1344100.273,46314.97252,619476.2988,4688253.988,1188131.135
206.894/2.3,179783.9285,2447133.322,501931.2284,1742848.923,557916.2772,607341.8276,543438.4709,2751738.519,2038081.347,751249.4031,1706092.145,3449803.898,726181.2409,2560552.348,2758971.199,648204.9382,1075214.726,964258.612,173554.1777,135647.5601,304309.5334,1268420.776,1041204.772,1077316.28,1992388.398,929304.5217,4795084.558,895873.6109,730499.1047,1068425.827
235.119/3,241207.8235,928850.4099,581419.5394,667920.6472,501304.8536,1074346.863,1209652.368,11828025.28,213470.686,614417.6423,2826850.156,1441392.194,781164.1818,286187.7941,406788.694,216514.5476,973155.8293,778976.7409,489489.2714,648100.9694,725863.9271,1191079.663,1072121.211,426293.1695,1184144.622,567685.7011,472022.758,542955.3859,1917551.013,316349.4774
